,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.0,0.0,0.0,0.0,0.16,0.0,0.6,0.38,0.62,0.0,0.0,0.73,0.0,1.02,0.29,0.64,0.3,0
1,1,0.17,0.1,0.0,0.04,0.05,0.0,0.38,0.55,0.74,0.0,0.06,0.78,0.0,0.34,1.27,0.54,0.55,0
2,2,0.41,0.24,0.0,0.05,0.0,0.0,0.18,0.65,0.61,0.0,0.14,0.65,0.0,0.0,1.35,0.65,0.67,0
3,3,0.61,0.33,0.0,0.05,0.0,0.0,0.03,0.5,0.36,0.0,0.19,0.57,0.0,0.0,0.83,0.72,0.71,0
4,4,0.69,0.32,0.0,0.07,0.0,0.0,0.03,0.52,0.14,0.0,0.22,0.45,0.0,0.0,0.18,0.85,0.79,0
5,5,0.66,0.25,0.0,0.17,0.0,0.0,0.03,0.35,0.05,0.0,0.26,0.58,0.0,0.0,0.01,0.81,0.88,0
6,6,0.6,0.2,0.0,0.38,0.0,0.0,0.03,0.32,0.0,0.0,0.34,0.57,0.0,0.0,0.01,0.86,0.86,0
7,7,0.52,0.12,0.0,0.43,0.0,0.0,0.0,0.22,0.0,0.0,0.44,0.58,0.0,0.0,0.01,0.97,1.04,0
8,8,0.55,0.05,0.0,0.4,0.0,0.0,0.0,0.25,0.0,0.0,0.36,0.39,0.0,0.0,0.04,0.97,1.06,0
9,9,0.46,0.02,0.0,0.24,0.0,0.0,0.0,0.37,0.0,0.0,0.24,0.27,0.0,0.0,0.26,0.88,1.1,0
10,10,0.32,0.07,0.0,0.16,0.0,0.0,0.0,0.55,0.17,0.0,0.23,0.19,0.0,0.0,0.55,0.67,1.07,0
11,11,0.12,0.07,0.0,0.09,0.0,0.0,0.11,0.87,0.38,0.01,0.4,0.24,0.0,0.0,0.8,0.53,1.04,0
12,12,0.15,0.18,0.0,0.05,0.0,0.0,0.21,1.12,0.64,0.17,0.62,0.41,0.0,0.0,0.84,0.39,1.07,0
13,13,0.26,0.13,0.0,0.05,0.0,0.0,0.33,1.4,0.74,0.38,0.62,0.51,0.0,0.0,0.75,0.29,1.09,0
14,14,0.31,0.11,0.0,0.18,0.0,0.0,0.31,1.63,0.84,0.4,0.55,0.53,0.0,0.0,0.78,0.24,1.28,0
15,15,0.21,0.01,0.0,0.24,0.0,0.0,0.29,1.79,0.91,0.27,0.46,0.51,0.0,0.0,0.75,0.21,1.45,0
16,16,0.1,0.02,0.0,0.2,0.0,0.0,0.22,1.84,0.89,0.06,0.55,0.44,0.0,0.0,1.0,0.3,1.46,0
17,17,0.03,0.03,0.0,0.07,0.0,0.0,0.13,1.81,0.81,0.04,0.6,0.53,0.0,0.0,1.12,0.37,1.45,0
18,18,0.03,0.11,0.0,0.09,0.0,0.0,0.07,1.75,0.68,0.0,0.57,0.56,0.0,0.0,1.35,0.58,1.31,0
19,19,0.0,0.14,0.0,0.12,0.0,0.0,0.03,1.58,0.55,0.0,0.44,0.64,0.0,0.0,1.16,0.67,1.27,0
20,20,0.0,0.13,0.0,0.11,0.0,0.0,0.02,1.48,0.44,0.0,0.36,0.63,0.0,0.0,0.96,0.77,1.11,0
21,21,0.0,0.05,0.0,0.03,0.0,0.0,0.0,1.29,0.36,0.0,0.28,0.68,0.0,0.03,0.5,0.85,0.91,0
22,22,0.05,0.02,0.0,0.0,0.0,0.0,0.0,1.2,0.37,0.04,0.18,0.75,0.0,0.04,0.23,0.85,0.76,0
23,23,0.05,0.02,0.0,0.0,0.0,0.0,0.0,1.14,0.36,0.04,0.07,0.86,0.0,0.04,0.0,0.91,0.55,0
24,24,0.05,0.02,0.0,0.0,0.0,0.0,0.0,1.21,0.38,0.04,0.03,0.81,0.0,0.01,0.09,1.0,0.46,0
25,25,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.28,0.37,0.0,0.0,0.58,0.0,0.0,0.32,1.12,0.39,0
26,26,0.0,0.03,0.0,0.14,0.0,0.0,0.0,1.41,0.38,0.12,0.0,0.31,0.0,0.0,0.69,1.26,0.42,0
27,27,0.0,0.03,0.0,0.22,0.0,0.0,0.0,1.52,0.37,0.26,0.0,0.09,0.0,0.0,0.99,1.25,0.45,0
28,28,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.68,0.4,0.45,0.0,0.07,0.0,0.0,1.09,1.31,0.44,0
29,29,0.0,0.0,0.0,0.21,0.0,0.0,0.0,1.71,0.39,0.56,0.0,0.04,0.0,0.0,1.01,1.21,0.37,0
30,30,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.69,0.38,0.61,0.0,0.04,0.0,0.0,0.89,1.2,0.32,0
31,31,0.0,0.0,0.0,0.07,0.0,0.0,0.0,1.72,0.35,0.64,0.0,0.04,0.0,0.0,0.73,1.1,0.34,0
32,32,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.74,0.34,0.56,0.0,0.03,0.0,0.0,0.74,1.01,0.42,0
33,33,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.84,0.36,0.56,0.0,0.11,0.0,0.0,0.73,0.75,0.41,0
34,34,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.87,0.43,0.54,0.0,0.12,0.0,0.0,0.78,0.59,0.3,0
35,35,0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.9,0.51,0.39,0.02,0.24,0.0,0.0,0.8,0.4,0.19,0
36,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.44,0.2,0.02,0.42,0.0,0.03,0.55,0.25,0.14,0
37,37,0.0,0.0,0.0,0.03,0.0,0.0,0.0,1.56,0.33,0.0,0.11,0.66,0.0,0.13,0.32,0.1,0.09,0
38,38,0.0,0.0,0.0,0.07,0.0,0.06,0.0,1.44,0.23,0.0,0.2,0.87,0.0,0.13,0.03,0.24,0.04,0
39,39,0.0,0.0,0.0,0.15,0.0,0.06,0.0,1.4,0.23,0.0,0.31,0.95,0.0,0.09,0.09,0.46,0.0,0
40,40,0.0,0.0,0.0,0.12,0.0,0.1,0.0,1.51,0.3,0.0,0.31,0.91,0.0,0.0,0.2,0.58,0.03,0
41,41,0.0,0.0,0.0,0.08,0.01,0.04,0.0,1.68,0.38,0.04,0.44,0.79,0.0,0.0,0.45,0.44,0.03,0
42,42,0.0,0.0,0.0,0.02,0.06,0.09,0.0,1.81,0.47,0.04,0.59,0.71,0.0,0.0,0.67,0.21,0.03,0
43,43,0.0,0.0,0.0,0.07,0.06,0.13,0.0,1.92,0.51,0.04,0.68,0.69,0.0,0.0,0.86,0.1,0.0,0
44,44,0.0,0.0,0.0,0.07,0.06,0.13,0.0,1.92,0.52,0.0,0.48,0.66,0.0,0.0,0.91,0.21,0.0,0
45,45,0.0,0.0,0.0,0.08,0.01,0.08,0.0,1.98,0.52,0.0,0.25,0.58,0.0,0.0,0.97,0.43,0.0,0
46,46,0.0,0.0,0.0,0.02,0.01,0.0,0.0,1.98,0.53,0.0,0.08,0.53,0.0,0.0,0.93,0.71,0.0,0
47,47,0.0,0.0,0.0,0.08,0.0,0.0,0.0,1.82,0.54,0.07,0.04,0.4,0.0,0.0,0.8,0.72,0.01,0
48,48,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1.52,0.43,0.14,0.0,0.39,0.0,0.01,0.45,0.63,0.01,0
