,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.0,0.07,2.16,0.09,0.0,0.0,0.0,1.19,0.0,0.42,0.5,1.61,0.0,0.55,0.11,0.65,0.04,0
1,1,0.0,0.05,2.25,0.04,0.0,0.03,0.0,1.3,0.0,0.44,0.59,1.69,0.0,0.45,0.04,0.79,0.02,0
2,2,0.0,0.02,2.3,0.01,0.0,0.03,0.0,1.38,0.0,0.42,0.61,1.73,0.0,0.4,0.0,0.88,0.01,0
3,3,0.07,0.02,2.22,0.01,0.0,0.03,0.0,1.3,0.0,0.38,0.62,1.72,0.0,0.43,0.03,0.86,0.12,0
4,4,0.07,0.0,2.24,0.0,0.0,0.17,0.0,1.34,0.0,0.4,0.6,1.68,0.0,0.39,0.03,0.84,0.26,0
5,5,0.07,0.0,2.29,0.0,0.0,0.27,0.0,1.31,0.0,0.43,0.64,1.66,0.0,0.35,0.03,0.8,0.41,0
6,6,0.0,0.02,2.45,0.0,0.0,0.39,0.01,1.41,0.0,0.46,0.58,1.69,0.0,0.33,0.0,0.76,0.41,0
7,7,0.0,0.02,2.43,0.0,0.0,0.37,0.05,1.39,0.0,0.41,0.57,1.73,0.0,0.37,0.0,0.76,0.29,0
8,8,0.0,0.02,2.43,0.0,0.0,0.4,0.08,1.41,0.0,0.37,0.53,1.76,0.0,0.4,0.0,0.76,0.16,0
9,9,0.0,0.0,2.39,0.0,0.0,0.41,0.1,1.42,0.0,0.33,0.61,1.75,0.0,0.4,0.0,0.75,0.11,0
10,10,0.0,0.0,2.42,0.0,0.0,0.51,0.11,1.45,0.0,0.33,0.58,1.75,0.0,0.37,0.0,0.74,0.18,0
11,11,0.04,0.0,2.44,0.0,0.0,0.52,0.12,1.52,0.0,0.33,0.55,1.69,0.0,0.36,0.0,0.76,0.23,0
12,12,0.05,0.0,2.5,0.0,0.0,0.54,0.11,1.57,0.0,0.32,0.53,1.65,0.0,0.34,0.0,0.82,0.27,0
13,13,0.1,0.0,2.51,0.0,0.0,0.35,0.09,1.57,0.0,0.34,0.58,1.64,0.0,0.33,0.01,0.85,0.22,0
14,14,0.09,0.0,2.53,0.0,0.0,0.29,0.08,1.56,0.0,0.32,0.64,1.65,0.0,0.32,0.01,0.83,0.2,0
15,15,0.09,0.0,2.54,0.0,0.0,0.18,0.1,1.54,0.0,0.33,0.72,1.68,0.0,0.31,0.04,0.82,0.18,0
16,16,0.09,0.0,2.55,0.0,0.0,0.16,0.13,1.56,0.0,0.33,0.79,1.76,0.0,0.32,0.02,0.84,0.14,0
17,17,0.09,0.0,2.58,0.0,0.0,0.19,0.16,1.53,0.0,0.33,0.93,1.82,0.0,0.32,0.03,0.89,0.09,0
18,18,0.08,0.0,2.6,0.0,0.0,0.3,0.18,1.49,0.0,0.34,0.98,1.89,0.0,0.32,0.06,0.87,0.06,0
19,19,0.08,0.0,2.62,0.0,0.0,0.39,0.17,1.45,0.0,0.35,0.99,1.85,0.0,0.34,0.08,0.84,0.09,0
20,20,0.05,0.0,2.59,0.0,0.0,0.35,0.14,1.43,0.0,0.36,0.99,1.82,0.0,0.33,0.08,0.73,0.11,0
21,21,0.18,0.06,2.59,0.0,0.0,0.21,0.08,1.27,0.0,0.35,0.99,1.8,0.0,0.28,0.03,0.68,0.35,0
22,22,0.23,0.08,2.53,0.0,0.0,0.07,0.03,1.12,0.0,0.34,1.0,1.8,0.0,0.21,0.01,0.65,0.58,0
23,23,0.25,0.08,2.47,0.0,0.0,0.0,0.0,1.04,0.0,0.39,0.9,1.75,0.0,0.2,0.0,0.68,0.68,0
24,24,0.13,0.04,2.43,0.0,0.0,0.08,0.0,1.11,0.0,0.31,0.89,1.84,0.0,0.27,0.0,0.87,0.43,0
25,25,0.06,0.03,2.43,0.0,0.0,0.11,0.0,1.17,0.0,0.19,0.89,1.95,0.0,0.36,0.0,1.04,0.2,0
26,26,0.06,0.03,2.42,0.0,0.0,0.11,0.0,1.17,0.0,0.05,0.97,2.14,0.0,0.4,0.0,1.22,0.1,0
27,27,0.05,0.03,2.46,0.0,0.0,0.08,0.02,1.1,0.0,0.02,0.85,2.02,0.0,0.39,0.0,1.22,0.08,0
28,28,0.04,0.02,2.44,0.0,0.0,0.09,0.07,1.04,0.0,0.01,0.64,1.79,0.0,0.35,0.04,1.13,0.03,0
29,29,0.02,0.02,2.42,0.0,0.0,0.09,0.11,1.01,0.0,0.0,0.4,1.55,0.0,0.3,0.04,1.01,0.01,0
30,30,0.0,0.0,2.35,0.0,0.0,0.03,0.09,0.97,0.0,0.0,0.25,1.29,0.0,0.23,0.04,0.84,0.0,0
31,31,0.0,0.0,2.25,0.0,0.0,0.0,0.05,0.87,0.0,0.0,0.14,1.1,0.0,0.18,0.0,0.78,0.05,0
32,32,0.0,0.0,2.2,0.0,0.0,0.0,0.05,0.75,0.0,0.0,0.05,0.95,0.0,0.19,0.02,0.8,0.06,0
33,33,0.0,0.0,2.12,0.0,0.0,0.0,0.05,0.66,0.0,0.0,0.01,0.84,0.0,0.2,0.04,0.75,0.11,0
34,34,0.0,0.0,2.14,0.0,0.0,0.0,0.13,0.67,0.0,0.0,0.01,0.85,0.0,0.18,0.04,0.62,0.1,0
35,35,0.0,0.0,2.09,0.0,0.0,0.0,0.14,0.65,0.0,0.0,0.0,0.76,0.0,0.14,0.02,0.47,0.17,0
36,36,0.0,0.0,2.12,0.0,0.0,0.0,0.2,0.78,0.0,0.0,0.03,0.79,0.0,0.27,0.0,0.46,0.12,0
37,37,0.0,0.0,2.2,0.0,0.0,0.0,0.23,0.81,0.0,0.0,0.03,0.81,0.0,0.42,0.0,0.32,0.11,0
38,38,0.0,0.0,2.29,0.0,0.0,0.0,0.29,0.87,0.0,0.0,0.03,0.94,0.0,0.58,0.0,0.17,0.07,0
39,39,0.0,0.0,2.32,0.0,0.07,0.03,0.3,0.84,0.0,0.03,0.0,0.87,0.0,0.54,0.0,0.0,0.07,0
40,40,0.0,0.0,2.31,0.0,0.13,0.05,0.33,0.85,0.0,0.03,0.0,0.59,0.0,0.42,0.03,0.02,0.04,0
41,41,0.0,0.0,2.31,0.0,0.22,0.07,0.37,0.87,0.0,0.03,0.0,0.23,0.0,0.26,0.13,0.02,0.01,0
42,42,0.04,0.0,2.26,0.0,0.18,0.1,0.38,0.79,0.0,0.0,0.0,0.05,0.0,0.16,0.14,0.02,0.07,0
43,43,0.04,0.0,2.12,0.15,0.11,0.07,0.35,0.63,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.08,0.07,0
44,44,0.05,0.0,1.99,0.32,0.03,0.06,0.26,0.43,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.2,0.06,0
45,45,0.07,0.0,1.89,0.59,0.0,0.0,0.16,0.26,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.0,0
46,46,0.19,0.0,1.85,0.64,0.0,0.0,0.07,0.24,0.0,0.05,0.0,0.0,0.0,0.21,0.0,0.12,0.0,0
47,47,0.31,0.05,1.84,0.73,0.01,0.0,0.01,0.26,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.0,0.02,0
48,48,0.36,0.06,1.77,0.61,0.06,0.0,0.0,0.37,0.03,0.2,0.0,0.0,0.0,0.31,0.0,0.0,0.02,0
49,49,0.39,0.06,1.8,0.45,0.09,0.0,0.0,0.49,0.05,0.33,0.0,0.0,0.0,0.23,0.0,0.0,0.02,0
50,50,0.39,0.01,1.77,0.23,0.12,0.0,0.0,0.55,0.08,0.51,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0
51,51,0.38,0.01,1.84,0.15,0.1,0.0,0.0,0.62,0.07,0.44,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0
52,52,0.35,0.05,1.81,0.18,0.07,0.0,0.0,0.7,0.05,0.39,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0
53,53,0.38,0.05,1.85,0.2,0.04,0.0,0.0,0.77,0.05,0.34,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0
54,54,0.63,0.17,1.77,0.14,0.0,0.0,0.0,0.78,0.04,0.41,0.0,0.0,0.0,0.02,0.07,0.0,0.18,0
55,55,0.79,0.12,1.78,0.07,0.0,0.0,0.04,0.94,0.04,0.61,0.0,0.0,0.0,0.02,0.32,0.0,0.47,0
56,56,0.86,0.12,1.7,0.0,0.0,0.0,0.08,1.11,0.01,0.79,0.0,0.0,0.0,0.0,0.62,0.0,0.72,0
57,57,0.69,0.0,1.82,0.0,0.0,0.0,0.22,1.37,0.0,1.04,0.0,0.0,0.0,0.0,0.73,0.0,0.81,0
58,58,0.58,0.0,1.85,0.0,0.0,0.0,0.32,1.51,0.0,1.09,0.0,0.0,0.0,0.0,0.69,0.0,0.75,0
59,59,0.42,0.0,1.96,0.0,0.0,0.14,0.5,1.74,0.03,1.19,0.0,0.0,0.0,0.0,0.59,0.0,0.54,0
60,60,0.34,0.0,1.94,0.0,0.0,0.27,0.45,1.8,0.03,1.22,0.0,0.41,0.0,0.06,0.4,0.11,0.3,0
61,61,0.2,0.0,2.02,0.0,0.0,0.55,0.4,1.77,0.03,1.17,0.0,0.85,0.04,0.13,0.19,0.28,0.08,0
62,62,0.12,0.0,2.17,0.0,0.0,0.73,0.18,1.58,0.0,1.15,0.0,1.38,0.06,0.26,0.0,0.28,0.0,0
63,63,0.04,0.0,2.32,0.0,0.0,0.84,0.09,1.45,0.0,1.01,0.01,1.54,0.16,0.28,0.0,0.18,0.0,0
64,64,0.0,0.0,2.37,0.0,0.0,0.88,0.0,1.35,0.0,0.82,0.04,1.45,0.22,0.2,0.1,0.05,0.0,0
65,65,0.0,0.0,2.32,0.0,0.01,0.93,0.0,1.33,0.0,0.62,0.06,1.29,0.38,0.08,0.21,0.08,0.0,0
66,66,0.0,0.0,2.31,0.0,0.01,0.86,0.0,1.35,0.0,0.55,0.11,1.14,0.41,0.0,0.36,0.15,0.0,0
67,67,0.01,0.0,2.24,0.0,0.01,0.68,0.0,1.39,0.08,0.67,0.13,1.16,0.46,0.0,0.29,0.11,0.07,0
68,68,0.02,0.0,2.15,0.0,0.0,0.43,0.0,1.45,0.18,0.73,0.15,1.16,0.48,0.0,0.17,0.08,0.13,0
69,69,0.02,0.0,2.18,0.0,0.0,0.6,0.0,1.44,0.29,0.81,0.09,1.21,0.5,0.02,0.03,0.0,0.2,0
70,70,0.02,0.0,2.46,0.0,0.04,0.9,0.0,1.41,0.32,0.91,0.05,1.3,0.5,0.12,0.0,0.0,0.12,0
71,71,0.0,0.0,2.68,0.0,0.05,1.06,0.0,1.4,0.29,0.95,0.04,1.41,0.53,0.24,0.0,0.0,0.06,0
