,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,1.91,0.59,0.0,1.26,0.0,0.0,0.0,0.0,0.11,0.24,0.14,0.7,0.35,0.21,0.0,0.62,0.0,0
1,1,1.96,0.67,0.0,1.38,0.0,0.0,0.0,0.0,0.2,0.09,0.05,0.42,0.37,0.07,0.38,0.78,0.0,0
2,2,2.01,0.72,0.0,1.42,0.0,0.0,0.0,0.0,0.24,0.01,0.0,0.28,0.37,0.0,0.6,0.82,0.0,0
3,3,1.97,0.73,0.0,1.37,0.0,0.0,0.0,0.0,0.3,0.03,0.01,0.3,0.31,0.0,0.67,0.74,0.0,0
4,4,2.01,0.82,0.0,1.37,0.0,0.0,0.0,0.0,0.27,0.03,0.06,0.49,0.29,0.0,0.58,0.86,0.0,0
5,5,1.96,0.88,0.0,1.37,0.0,0.0,0.0,0.0,0.25,0.03,0.11,0.67,0.28,0.0,0.51,0.97,0.0,0
6,6,2.04,1.08,0.0,1.51,0.0,0.0,0.0,0.0,0.17,0.1,0.1,0.99,0.38,0.14,0.29,0.9,0.0,0
7,7,2.08,1.23,0.0,1.49,0.0,0.0,0.0,0.0,0.15,0.17,0.05,1.12,0.54,0.22,0.17,0.74,0.0,0
8,8,2.17,1.37,0.0,1.62,0.0,0.0,0.0,0.0,0.13,0.17,0.0,1.26,0.71,0.27,0.06,0.67,0.0,0
9,9,2.1,1.39,0.0,1.57,0.0,0.0,0.0,0.0,0.13,0.07,0.0,1.04,0.81,0.19,0.18,0.72,0.0,0
10,10,2.15,1.38,0.0,1.72,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.96,0.74,0.1,0.35,0.66,0.0,0
11,11,2.12,1.38,0.0,1.67,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.84,0.63,0.05,0.46,0.52,0.0,0
12,12,2.09,1.44,0.0,1.74,0.0,0.0,0.0,0.0,0.27,0.0,0.01,0.78,0.5,0.0,0.62,0.47,0.0,0
13,13,2.02,1.42,0.0,1.65,0.0,0.0,0.0,0.0,0.35,0.0,0.01,0.63,0.58,0.0,0.81,0.78,0.0,0
14,14,1.97,1.47,0.0,1.64,0.0,0.0,0.0,0.0,0.38,0.0,0.01,0.55,0.65,0.0,1.03,1.06,0.0,0
15,15,1.97,1.42,0.0,1.69,0.0,0.0,0.0,0.0,0.4,0.0,0.01,0.55,0.69,0.0,1.16,1.46,0.0,0
16,16,1.99,1.51,0.0,1.84,0.0,0.0,0.0,0.0,0.35,0.0,0.01,0.72,0.81,0.02,1.11,1.62,0.0,0
17,17,2.01,1.56,0.0,2.08,0.0,0.0,0.0,0.0,0.34,0.0,0.01,0.82,0.93,0.04,1.09,1.78,0.0,0
18,18,2.06,1.67,0.0,2.19,0.0,0.0,0.0,0.0,0.31,0.0,0.0,1.02,1.15,0.19,0.8,1.72,0.0,0
19,19,1.98,1.63,0.0,2.22,0.0,0.0,0.0,0.0,0.31,0.11,0.0,1.13,1.2,0.36,0.47,1.56,0.0,0
20,20,1.93,1.58,0.0,2.07,0.0,0.0,0.0,0.0,0.25,0.28,0.0,1.4,1.18,0.61,0.12,1.19,0.0,0
21,21,1.85,1.51,0.0,1.95,0.0,0.0,0.0,0.0,0.22,0.52,0.0,1.65,1.09,0.76,0.0,0.9,0.0,0
22,22,1.85,1.48,0.0,1.83,0.0,0.0,0.0,0.0,0.18,0.62,0.0,1.85,1.02,0.88,0.0,0.69,0.0,0
