,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.97,0.23,0
1,1,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.42,0.29,0
2,2,0.0,0.0,0.0,0.0,0.03,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.14,0.21,0
3,3,0.0,0.0,0.0,0.0,0.06,0.16,0.0,0.0,0.06,0.15,0.0,0.13,0.16,0.0,0.0,0.04,0.12,0
4,4,0.0,0.0,0.0,0.0,0.08,0.16,0.0,0.0,0.11,0.28,0.0,0.25,0.25,0.0,0.0,0.04,0.13,0
5,5,0.0,0.0,0.0,0.0,0.09,0.06,0.0,0.0,0.16,0.49,0.0,0.46,0.43,0.0,0.0,0.0,0.25,0
6,6,0.0,0.0,0.0,0.0,0.09,0.06,0.0,0.0,0.17,0.55,0.0,0.53,0.43,0.02,0.0,0.0,0.28,0
7,7,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.24,0.7,0.0,0.49,0.41,0.02,0.0,0.03,0.22,0
8,8,0.0,0.0,0.0,0.0,0.19,0.02,0.0,0.0,0.29,0.8,0.0,0.31,0.3,0.02,0.0,0.1,0.11,0
9,9,0.0,0.0,0.0,0.0,0.27,0.16,0.0,0.06,0.35,0.97,0.0,0.24,0.15,0.0,0.0,0.14,0.08,0
10,10,0.0,0.0,0.0,0.0,0.29,0.31,0.0,0.11,0.35,1.05,0.0,0.29,0.08,0.0,0.0,0.15,0.09,0
11,11,0.0,0.0,0.0,0.0,0.33,0.36,0.0,0.11,0.36,1.12,0.0,0.39,0.0,0.0,0.0,0.16,0.18,0
12,12,0.0,0.0,0.0,0.0,0.28,0.27,0.0,0.06,0.24,1.05,0.0,0.34,0.04,0.0,0.0,0.13,0.3,0
13,13,0.0,0.0,0.0,0.0,0.24,0.13,0.0,0.0,0.12,0.96,0.0,0.31,0.07,0.0,0.0,0.08,0.46,0
14,14,0.0,0.0,0.0,0.0,0.21,0.28,0.0,0.0,0.0,0.92,0.0,0.48,0.16,0.21,0.0,0.0,0.59,0
15,15,0.0,0.0,0.0,0.0,0.22,0.43,0.0,0.0,0.0,0.92,0.0,0.73,0.21,0.44,0.0,0.0,0.56,0
16,16,0.0,0.0,0.0,0.0,0.23,0.65,0.0,0.0,0.0,0.92,0.0,0.96,0.26,0.66,0.0,0.0,0.55,0
17,17,0.0,0.0,0.0,0.0,0.25,0.57,0.0,0.0,0.0,0.93,0.0,1.04,0.18,0.81,0.0,0.09,0.4,0
18,18,0.0,0.0,0.0,0.0,0.38,0.82,0.03,0.05,0.0,0.95,0.0,0.97,0.09,0.74,0.0,0.79,0.46,0
19,19,0.0,0.0,0.0,0.0,0.52,1.08,0.07,0.12,0.0,0.99,0.0,0.89,0.0,0.69,0.0,1.53,0.45,0
20,20,0.0,0.0,0.0,0.0,0.92,1.6,0.52,0.58,0.15,1.24,0.0,1.03,0.0,0.58,0.17,1.98,0.51,0
21,21,0.0,0.0,0.0,0.0,1.21,1.87,0.92,0.97,0.28,1.51,0.0,1.36,0.0,0.74,0.22,1.81,0.5,0
22,22,0.0,0.0,0.0,0.0,1.57,1.97,1.34,1.44,0.47,1.74,0.0,1.57,0.0,0.78,0.52,1.48,0.51,0
23,23,0.0,0.0,0.03,0.0,1.68,1.96,1.35,1.53,0.53,1.76,0.0,1.48,0.0,0.71,0.61,1.33,0.65,0
24,24,0.0,0.0,0.06,0.0,1.8,1.88,1.27,1.76,0.78,1.73,0.0,0.93,0.0,0.39,1.27,1.24,0.6,0
25,25,0.0,0.0,0.08,0.0,1.83,1.89,1.14,1.89,0.97,1.72,0.0,0.48,0.0,0.17,1.72,1.2,0.54,0
26,26,0.0,0.0,0.07,0.0,1.81,1.76,0.96,2.03,1.15,1.69,0.0,0.05,0.0,0.0,2.26,1.16,0.36,0
27,27,0.0,0.0,0.08,0.0,1.81,1.62,0.89,2.03,1.16,1.7,0.0,0.03,0.0,0.0,2.33,1.09,0.3,0
28,28,0.0,0.0,0.05,0.0,1.68,1.41,0.75,1.92,1.17,1.61,0.0,0.05,0.0,0.0,2.3,1.14,0.21,0
29,29,0.0,0.0,0.03,0.0,1.57,1.31,0.66,1.79,1.15,1.52,0.0,0.06,0.0,0.0,2.21,1.21,0.13,0
30,30,0.0,0.0,0.0,0.0,1.34,1.21,0.5,1.49,1.05,1.22,0.0,0.06,0.0,0.0,1.97,1.12,0.21,0
31,31,0.0,0.0,0.0,0.0,1.21,1.3,0.37,1.39,1.01,1.04,0.0,0.09,0.0,0.0,1.81,1.06,0.29,0
32,32,0.0,0.0,0.0,0.0,1.04,1.38,0.19,1.32,0.98,0.84,0.0,0.07,0.0,0.08,1.7,1.05,0.33,0
33,33,0.0,0.0,0.0,0.0,0.86,1.28,0.07,1.18,0.93,0.84,0.0,0.14,0.0,0.25,1.58,1.01,0.15,0
34,34,0.0,0.0,0.0,0.0,0.72,1.04,0.02,0.96,0.83,0.92,0.0,0.19,0.0,0.26,1.47,0.82,0.1,0
35,35,0.0,0.0,0.0,0.0,0.5,0.67,0.0,0.49,0.5,0.96,0.0,0.47,0.0,0.18,0.87,0.55,0.05,0
