,Unnamed: 0,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0,0.0,0.0,1.97,0.0,0.11,0.0,0.0,0.34,0.36,0.59,0.09,2.34,1.36,1.7,1.11,0.86,0.06,0
1,1,0.0,0.0,1.94,0.0,0.04,0.0,0.0,0.11,0.12,0.36,0.03,1.33,0.88,0.99,0.56,0.96,0.21,0
2,2,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.73,0.56,0.48,0.26,0.95,0.37,0
3,3,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.49,0.51,0.23,0.27,0.95,0.4,0
4,4,0.0,0.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.37,0.39,0.09,0.32,0.97,0.23,0
5,5,0.0,0.0,1.67,0.03,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.22,0.31,0.04,0.49,1.02,0.05,0
6,6,0.0,0.0,1.64,0.08,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.18,0.11,0.0,0.61,1.01,0.0,0
7,7,0.0,0.0,1.68,0.13,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.1,0.0,0.76,1.0,0.0,0
8,8,0.0,0.0,1.72,0.09,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.23,0.15,0.0,0.82,1.05,0.0,0
9,9,0.0,0.0,1.8,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.27,0.25,0.0,0.92,1.13,0.0,0
10,10,0.01,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.31,0.34,0.0,0.96,1.19,0.0,0
11,11,0.01,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.27,0.38,0.0,1.01,1.3,0.0,0
12,12,0.01,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.23,0.39,0.0,0.98,1.33,0.0,0
13,13,0.0,0.0,1.89,0.04,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.21,0.29,0.0,1.02,1.37,0.0,0
14,14,0.0,0.0,1.96,0.06,0.0,0.0,0.0,0.01,0.0,0.33,0.0,0.24,0.15,0.0,1.03,1.32,0.0,0
15,15,0.0,0.0,1.98,0.06,0.0,0.0,0.0,0.01,0.0,0.28,0.0,0.23,0.06,0.0,1.02,1.32,0.04,0
16,16,0.0,0.0,1.99,0.02,0.0,0.0,0.0,0.04,0.0,0.27,0.02,0.21,0.06,0.0,0.96,1.27,0.04,0
17,17,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.08,0.01,0.26,0.03,0.11,0.06,0.0,0.89,1.19,0.04,0
18,18,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.1,0.01,0.28,0.04,0.09,0.1,0.0,0.88,1.13,0.0,0
19,19,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.11,0.01,0.26,0.02,0.04,0.1,0.0,0.86,1.07,0.0,0
20,20,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.08,0.0,0.21,0.04,0.04,0.12,0.0,0.8,1.02,0.03,0
21,21,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.06,0.0,0.2,0.03,0.06,0.09,0.0,0.77,0.98,0.09,0
22,22,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.03,0.0,0.21,0.03,0.07,0.09,0.0,0.75,0.93,0.13,0
