,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.84,0.09,0.0,real
1,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.22,0.03,0.2,1.01,0.69,0.0,real
2,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.2,1.14,1.06,0.0,real
3,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.1,1.14,1.2,0.0,real
4,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,1.26,1.29,0.0,real
5,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,1.51,1.67,0.0,real
6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.03,0.09,0.02,0.03,1.75,2.05,0.0,real
7,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.03,0.1,0.0,0.03,1.78,2.12,0.0,real
8,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.32,1.12,1.57,0.0,real
9,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.47,0.51,0.92,0.0,real
10,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.74,0.0,0.55,0.0,real
11,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.56,0.0,0.46,0.0,real
12,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.54,0.0,0.5,0.0,real
13,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.03,0.5,0.0,real
14,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.2,0.03,0.56,0.0,real
15,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.06,0.11,0.47,0.03,real
16,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.03,0.46,0.0,0.06,0.08,0.44,0.03,real
17,0.01,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.08,0.49,0.0,0.0,0.1,0.36,0.11,real
18,0.01,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.08,0.4,0.0,0.0,0.14,0.25,0.08,real
19,0.01,0.0,0.0,0.0,0.0,0.89,0.04,0.0,0.0,0.0,0.05,0.25,0.0,0.0,0.37,0.12,0.11,real
20,0.0,0.0,0.0,0.0,0.0,0.7,0.04,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.56,0.01,0.03,real
21,0.0,0.0,0.0,0.0,0.0,0.79,0.01,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.71,0.0,0.03,real
22,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.09,0.94,0.0,0.0,real
23,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.09,1.34,0.02,0.0,real
24,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.09,0.02,0.02,0.09,1.96,0.15,0.02,real
25,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.1,0.02,0.21,0.0,2.22,0.5,0.02,real
26,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.1,0.13,0.4,0.0,2.23,0.77,0.27,real
27,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.09,0.19,0.55,0.0,1.89,0.82,0.54,real
28,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.17,0.29,0.54,0.0,1.7,0.63,0.81,real
29,0.01,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.17,0.18,0.51,0.0,1.57,0.36,0.88,real
30,0.01,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.12,0.1,0.51,0.0,1.45,0.17,0.89,real
31,0.01,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.04,0.0,0.53,0.0,1.33,0.0,0.96,real
32,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.04,0.0,0.6,0.0,1.19,0.0,0.85,real
33,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.01,0.0,0.61,0.0,1.16,0.0,0.69,real
34,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,1.16,0.0,0.46,real
35,0.0,0.0,0.04,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,1.19,0.0,0.34,real
36,0.0,0.0,0.12,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.11,0.39,0.0,1.14,0.02,0.19,real
37,0.0,0.0,0.23,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.05,0.24,0.22,0.03,1.1,0.15,0.1,real
38,0.0,0.0,0.27,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.12,0.38,0.07,0.11,1.1,0.39,0.02,real
39,0.0,0.0,0.29,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.19,0.44,0.0,0.19,1.12,0.58,0.03,real
40,0.0,0.0,0.28,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.29,0.51,0.0,0.38,0.76,0.55,0.01,real
41,0.0,0.0,0.31,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.21,0.54,0.0,0.46,0.38,0.39,0.01,real
42,0.0,0.0,0.32,0.0,0.0,0.76,0.02,0.0,0.0,0.0,0.14,0.59,0.0,0.38,0.0,0.27,0.07,real
43,0.0,0.0,0.34,0.0,0.0,0.89,0.02,0.0,0.0,0.0,0.02,0.65,0.0,0.21,0.0,0.3,0.1,real
44,0.0,0.0,0.4,0.0,0.0,1.15,0.03,0.0,0.0,0.0,0.1,0.73,0.0,0.11,0.0,0.43,0.13,real
45,0.0,0.0,0.42,0.0,0.0,1.15,0.01,0.0,0.0,0.0,0.12,0.75,0.0,0.11,0.14,0.53,0.21,real
46,0.0,0.0,0.35,0.0,0.0,1.15,0.01,0.0,0.0,0.0,0.1,0.68,0.0,0.05,0.31,0.6,0.31,real
47,0.0,0.0,0.28,0.0,0.0,1.15,0.08,0.0,0.0,0.0,0.02,0.57,0.0,0.0,0.49,0.59,0.38,real
48,0.0,0.0,0.26,0.0,0.0,1.14,0.14,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.57,0.64,0.35,real
49,0.0,0.0,0.32,0.0,0.02,1.06,0.14,0.0,0.02,0.0,0.0,0.43,0.13,0.0,0.78,1.07,0.36,real
50,0.0,0.0,0.35,0.0,0.09,0.95,0.05,0.0,0.04,0.0,0.0,0.44,0.26,0.0,1.01,1.78,0.38,real
51,0.0,0.0,0.39,0.0,0.17,0.94,0.0,0.0,0.05,0.0,0.0,0.51,0.42,0.0,1.24,2.41,0.41,real
52,0.0,0.0,0.4,0.0,0.21,0.83,0.0,0.0,0.08,0.0,0.0,0.55,0.42,0.0,1.29,2.58,0.44,real
53,0.0,0.0,0.35,0.0,0.17,0.66,0.0,0.0,0.09,0.0,0.0,0.52,0.43,0.0,1.21,2.37,0.47,real
54,0.0,0.0,0.28,0.0,0.09,0.49,0.0,0.0,0.07,0.0,0.0,0.43,0.43,0.0,0.95,1.9,0.51,real
55,0.0,0.0,0.21,0.0,0.03,0.45,0.0,0.0,0.03,0.0,0.0,0.44,0.29,0.0,0.53,1.26,0.5,real
56,0.0,0.0,0.19,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.43,0.15,0.0,0.28,0.77,0.56,real
57,0.0,0.0,0.18,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.25,0.53,0.58,real
58,0.0,0.0,0.18,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.59,0.66,0.63,real
59,0.0,0.0,0.19,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.66,0.55,0.62,real
60,0.0,0.0,0.2,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.66,0.47,0.62,real
61,0.0,0.0,0.14,0.0,0.0,0.11,0.02,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.31,0.17,0.4,real
62,0.01,0.0,0.07,0.0,0.0,0.03,0.08,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.15,0.09,0.2,real
63,0.01,0.0,0.0,0.0,0.0,0.01,0.15,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.02,0.0,0.0,real
64,0.01,0.0,0.01,0.0,0.0,0.01,0.18,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.09,0.0,0.0,real
65,0.0,0.0,0.02,0.0,0.0,0.01,0.19,0.0,0.06,0.0,0.04,0.13,0.0,0.0,0.41,0.0,0.02,real
66,0.0,0.0,0.05,0.0,0.08,0.0,0.14,0.0,0.18,0.0,0.11,0.05,0.0,0.0,0.77,0.0,0.14,real
67,0.0,0.0,0.13,0.0,0.16,0.03,0.08,0.0,0.28,0.0,0.11,0.02,0.0,0.0,0.97,0.27,0.29,real
68,0.0,0.0,0.15,0.0,0.18,0.03,0.01,0.0,0.22,0.0,0.15,0.3,0.03,0.13,0.66,0.37,0.34,real
69,0.0,0.0,0.13,0.0,0.12,0.03,0.0,0.0,0.1,0.0,0.16,0.6,0.08,0.27,0.27,0.45,0.32,real
70,0.0,0.0,0.03,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.16,0.84,0.08,0.35,0.0,0.18,0.34,real
71,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.1,0.75,0.05,0.28,0.0,0.12,0.26,real
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.66,0.0,0.18,0.0,0.04,0.17,real
73,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.53,0.0,0.11,0.0,0.04,0.04,real
74,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.41,0.0,0.04,0.0,0.0,0.04,real
75,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.04,real
76,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.05,real
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.02,0.0,0.32,real
