,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,2.33,0.76,0.0,0.9,0.15,0.0,0.0,1.45,1.41,1.5,0.07,0.65,0.0,0.0,0.07,0.0,0.0,real
1,2.41,1.11,0.0,0.73,0.11,0.0,0.0,1.1,1.39,1.89,0.3,0.69,0.0,0.0,0.02,0.0,0.0,real
2,2.29,1.08,0.0,0.64,0.05,0.0,0.0,1.15,1.4,1.86,0.46,0.71,0.0,0.0,0.0,0.0,0.0,real
3,2.06,0.73,0.0,0.59,0.01,0.0,0.0,1.32,1.31,1.52,0.44,0.58,0.0,0.0,0.0,0.0,0.0,real
4,1.66,0.29,0.0,0.62,0.01,0.0,0.0,1.51,1.24,1.44,0.45,0.56,0.0,0.0,0.0,0.0,0.0,real
5,1.41,0.07,0.0,0.62,0.01,0.0,0.0,1.33,1.03,1.54,0.27,0.52,0.0,0.0,0.0,0.08,0.0,real
6,1.12,0.0,0.0,0.59,0.0,0.0,0.0,1.09,0.81,1.71,0.26,0.62,0.0,0.0,0.0,0.25,0.0,real
7,0.87,0.0,0.0,0.35,0.0,0.0,0.0,0.73,0.58,1.75,0.34,0.84,0.05,0.11,0.0,0.41,0.0,real
8,0.72,0.0,0.0,0.21,0.0,0.0,0.0,0.55,0.41,1.75,0.49,0.96,0.13,0.21,0.0,0.51,0.0,real
9,0.56,0.0,0.0,0.1,0.0,0.0,0.0,0.41,0.41,1.83,0.4,0.96,0.13,0.32,0.0,0.52,0.0,real
10,0.36,0.0,0.0,0.24,0.0,0.0,0.0,0.31,0.47,1.87,0.26,0.79,0.16,0.24,0.0,0.6,0.0,real
11,0.11,0.0,0.0,0.32,0.0,0.0,0.0,0.31,0.56,1.95,0.22,0.56,0.1,0.14,0.09,0.58,0.0,real
12,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.53,0.59,1.94,0.48,0.42,0.14,0.03,0.24,0.68,0.0,real
13,0.0,0.0,0.0,0.16,0.04,0.0,0.0,0.52,0.61,2.12,0.64,0.36,0.29,0.07,0.24,0.71,0.08,real
14,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.46,0.71,2.31,0.66,0.52,0.35,0.2,0.15,0.76,0.09,real
15,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.3,0.79,2.42,0.53,0.6,0.33,0.31,0.0,0.62,0.15,real
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.87,2.46,0.43,0.72,0.18,0.34,0.0,0.54,0.11,real
17,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.32,0.8,2.38,0.3,0.62,0.1,0.29,0.0,0.68,0.09,real
18,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.37,0.76,2.14,0.29,0.59,0.13,0.19,0.0,1.09,0.06,real
19,0.0,0.0,0.0,0.0,0.33,0.09,0.0,0.48,0.75,1.91,0.25,0.47,0.05,0.09,0.11,1.38,0.09,real
20,0.0,0.0,0.0,0.0,0.48,0.17,0.0,0.71,0.84,1.72,0.36,0.43,0.05,0.01,0.24,1.54,0.18,real
21,0.0,0.0,0.0,0.0,0.62,0.29,0.0,0.98,0.93,1.78,0.24,0.26,0.0,0.0,0.42,1.5,0.25,real
22,0.0,0.0,0.0,0.0,0.63,0.34,0.0,0.99,0.99,1.9,0.11,0.14,0.0,0.0,0.56,1.5,0.2,real
23,0.0,0.0,0.0,0.0,0.63,0.28,0.02,1.07,0.99,2.05,0.01,0.06,0.03,0.0,0.55,1.41,0.1,real
24,0.0,0.0,0.0,0.0,0.57,0.28,0.02,0.93,0.95,2.14,0.01,0.11,0.03,0.0,0.57,1.3,0.01,real
25,0.01,0.0,0.0,0.0,0.5,0.19,0.02,0.95,0.92,2.15,0.02,0.26,0.03,0.01,0.36,1.17,0.0,real
26,0.01,0.0,0.0,0.0,0.43,0.16,0.03,0.84,0.94,2.11,0.1,0.35,0.0,0.01,0.24,1.06,0.0,real
27,0.01,0.0,0.0,0.0,0.33,0.04,0.03,0.8,0.92,1.95,0.24,0.56,0.0,0.01,0.07,0.9,0.0,real
28,0.0,0.0,0.0,0.0,0.33,0.0,0.03,0.79,0.85,1.77,0.43,0.66,0.0,0.01,0.03,0.63,0.0,real
29,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.75,0.8,1.78,0.48,0.75,0.0,0.01,0.03,0.5,0.0,real
30,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.75,0.81,1.92,0.43,0.7,0.0,0.01,0.0,0.4,0.0,real
31,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.78,0.85,2.05,0.35,0.68,0.0,0.0,0.0,0.43,0.0,real
32,0.03,0.0,0.0,0.0,0.22,0.0,0.0,0.79,0.8,1.96,0.31,0.65,0.0,0.0,0.0,0.26,0.0,real
33,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.78,0.74,1.88,0.36,0.72,0.0,0.0,0.0,0.11,0.0,real
34,0.13,0.0,0.0,0.0,0.1,0.0,0.0,0.77,0.69,1.88,0.28,0.71,0.0,0.0,0.0,0.01,0.0,real
35,0.17,0.0,0.0,0.0,0.1,0.0,0.0,0.91,0.7,2.05,0.22,0.71,0.0,0.0,0.0,0.01,0.0,real
36,0.16,0.0,0.0,0.0,0.17,0.0,0.0,1.15,0.75,2.06,0.23,0.47,0.0,0.05,0.1,0.01,0.0,real
37,0.08,0.0,0.0,0.0,0.22,0.04,0.0,1.37,0.77,2.0,0.29,0.28,0.0,0.12,0.21,0.0,0.0,real
38,0.0,0.0,0.0,0.0,0.28,0.04,0.0,1.39,0.83,1.7,0.26,0.24,0.02,0.21,0.39,0.03,0.0,real
39,0.0,0.0,0.0,0.0,0.2,0.04,0.0,1.23,0.86,1.52,0.11,0.37,0.06,0.31,0.43,0.12,0.0,real
40,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.01,0.82,1.22,0.04,0.58,0.21,0.43,0.44,0.31,0.0,real
41,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.86,0.72,1.15,0.04,0.72,0.28,0.56,0.3,0.52,0.0,real
42,0.0,0.0,0.0,0.0,0.03,0.08,0.0,0.83,0.64,1.19,0.04,0.77,0.31,0.55,0.25,0.68,0.0,real
43,0.0,0.0,0.0,0.0,0.03,0.09,0.0,0.85,0.62,1.31,0.0,0.75,0.19,0.49,0.13,0.8,0.0,real
44,0.0,0.0,0.0,0.0,0.03,0.09,0.0,0.89,0.63,1.34,0.0,0.7,0.15,0.43,0.09,0.92,0.0,real
45,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.84,0.63,1.28,0.0,0.76,0.16,0.44,0.0,1.01,0.0,real
46,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.72,0.61,1.22,0.0,0.83,0.36,0.47,0.0,1.1,0.0,real
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.55,1.14,0.0,0.91,0.65,0.45,0.14,1.09,0.0,real
