,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,1.31,0.24,0.0,0.06,0.0,0.0,0.0,0.0,0.41,0.0,0.0,1.43,0.9,0.03,0.0,0.0,0.0,real
1,1.34,0.25,0.0,0.26,0.0,0.0,0.0,0.0,0.4,0.04,0.0,1.53,0.78,0.01,0.0,0.0,0.0,real
2,1.39,0.21,0.0,0.27,0.0,0.0,0.0,0.0,0.47,0.12,0.0,1.34,0.66,0.0,0.0,0.08,0.0,real
3,1.46,0.3,0.0,0.2,0.0,0.0,0.0,0.07,0.47,0.12,0.0,0.88,0.47,0.0,0.16,0.14,0.05,real
4,1.51,0.24,0.0,0.03,0.0,0.0,0.0,0.26,0.58,0.07,0.0,0.55,0.27,0.0,0.37,0.14,0.08,real
5,1.62,0.26,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.04,0.45,0.16,0.0,0.56,0.06,0.17,real
6,1.66,0.13,0.0,0.0,0.0,0.0,0.0,0.33,0.61,0.0,0.04,0.65,0.26,0.0,0.4,0.0,0.16,real
7,1.64,0.06,0.0,0.0,0.0,0.0,0.0,0.14,0.56,0.0,0.04,0.83,0.36,0.0,0.19,0.0,0.17,real
8,1.7,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.4,0.0,0.0,0.9,0.3,0.0,0.0,0.11,0.07,real
9,1.72,0.01,0.0,0.12,0.0,0.11,0.0,0.0,0.28,0.0,0.0,0.71,0.16,0.0,0.0,0.23,0.04,real
10,1.81,0.01,0.0,0.23,0.0,0.23,0.03,0.0,0.14,0.0,0.0,0.53,0.03,0.0,0.28,0.31,0.0,real
11,1.75,0.18,0.0,0.29,0.0,0.27,0.07,0.0,0.08,0.0,0.0,0.57,0.02,0.0,0.28,0.2,0.01,real
12,1.79,0.28,0.0,0.17,0.0,0.26,0.11,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.28,0.08,0.01,real
13,1.61,0.38,0.0,0.07,0.0,0.24,0.18,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.01,real
14,1.7,0.64,0.0,0.0,0.0,0.36,0.14,0.0,0.0,0.0,0.11,0.9,0.0,0.0,0.0,0.0,0.0,real
15,1.82,1.22,0.0,0.0,0.0,0.47,0.1,0.0,0.0,0.0,0.11,0.69,0.0,0.0,0.0,0.0,0.52,real
16,2.11,1.77,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.12,0.46,0.0,0.0,0.0,0.0,1.03,real
17,1.77,1.63,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.1,0.31,0.0,0.0,0.0,0.0,1.61,real
18,1.43,1.2,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.1,0.37,0.0,0.0,0.0,0.0,1.81,real
19,0.85,0.73,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.08,0.49,0.0,0.0,0.0,0.0,1.84,real
20,0.55,0.55,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.08,1.75,real
21,0.24,0.47,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.01,0.86,0.0,0.0,0.0,0.28,1.22,real
22,0.14,0.45,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.04,0.98,0.0,0.0,0.0,0.44,0.88,real
23,0.1,0.38,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.88,0.0,0.0,0.01,0.36,0.45,real
24,0.04,0.21,0.0,0.12,0.0,0.0,0.0,0.04,0.0,0.0,0.23,0.74,0.0,0.0,0.06,0.17,0.26,real
25,0.0,0.06,0.0,0.19,0.0,0.0,0.0,0.08,0.0,0.0,0.27,0.6,0.0,0.0,0.09,0.02,0.07,real
26,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.34,0.07,0.0,0.24,0.46,0.0,0.0,0.39,0.25,0.02,real
27,0.06,0.0,0.0,0.13,0.0,0.0,0.0,0.57,0.24,0.0,0.21,0.29,0.0,0.0,0.68,0.45,0.02,real
28,0.11,0.0,0.0,0.09,0.0,0.0,0.0,0.75,0.4,0.0,0.21,0.09,0.0,0.0,1.0,0.61,0.0,real
29,0.31,0.08,0.0,0.06,0.0,0.0,0.0,0.57,0.44,0.0,0.13,0.0,0.0,0.0,0.68,0.38,0.0,real
30,0.43,0.09,0.0,0.13,0.0,0.0,0.0,0.31,0.34,0.0,0.16,0.0,0.02,0.0,0.35,0.19,0.0,real
31,0.54,0.13,0.0,0.1,0.0,0.0,0.0,0.08,0.22,0.0,0.18,0.05,0.02,0.0,0.0,0.0,0.0,real
32,0.49,0.18,0.0,0.14,0.0,0.0,0.0,0.0,0.11,0.0,0.19,0.11,0.02,0.05,0.0,0.0,0.0,real
33,0.44,0.26,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.23,0.0,0.12,0.0,0.03,0.0,real
34,0.32,0.25,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.29,0.0,0.12,0.0,0.03,0.0,real
35,0.37,0.28,0.0,0.05,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.06,0.0,0.03,0.0,real
36,0.51,0.24,0.0,0.0,0.0,0.47,0.03,0.0,0.0,0.0,0.02,0.54,0.0,0.0,0.0,0.0,0.0,real
37,0.84,0.24,0.0,0.02,0.0,0.76,0.06,0.0,0.0,0.0,0.15,0.71,0.0,0.0,0.14,0.53,0.0,real
38,0.87,0.08,0.0,0.02,0.0,1.07,0.18,0.0,0.0,0.0,0.16,0.71,0.0,0.0,0.35,1.24,0.0,real
39,0.99,0.06,0.0,0.03,0.0,1.02,0.25,0.0,0.0,0.0,0.14,0.68,0.0,0.0,0.69,2.11,0.0,real
40,0.76,0.03,0.0,0.07,0.01,1.01,0.22,0.12,0.04,0.0,0.01,0.49,0.0,0.0,1.05,2.41,0.01,real
41,0.72,0.03,0.01,0.07,0.03,0.82,0.13,0.29,0.07,0.0,0.0,0.36,0.0,0.0,1.4,2.48,0.01,real
42,0.45,0.0,0.01,0.06,0.03,0.5,0.03,0.37,0.07,0.0,0.04,0.18,0.0,0.0,1.59,2.37,0.01,real
43,0.41,0.0,0.01,0.01,0.02,0.21,0.03,0.33,0.04,0.0,0.06,0.14,0.0,0.0,1.6,2.32,0.0,real
44,0.33,0.0,0.0,0.07,0.0,0.05,0.0,0.16,0.01,0.0,0.16,0.07,0.0,0.0,1.29,1.69,0.0,real
45,0.51,0.14,0.0,0.12,0.0,0.05,0.0,0.07,0.01,0.0,0.15,0.05,0.0,0.0,1.17,0.93,0.0,real
46,0.81,0.41,0.0,0.18,0.0,0.23,0.05,0.0,0.0,0.0,0.19,0.02,0.0,0.0,1.08,0.16,0.0,real
47,1.04,0.41,0.0,0.12,0.0,0.18,0.14,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.89,0.0,0.0,real
48,1.37,0.27,0.0,0.06,0.0,0.25,0.27,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.48,0.0,0.0,real
49,1.61,0.0,0.0,0.03,0.0,0.27,0.3,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,real
50,2.01,0.0,0.0,0.28,0.0,0.36,0.3,0.11,0.07,0.0,0.0,0.02,0.33,0.0,0.0,0.1,0.0,real
51,2.05,0.0,0.0,0.52,0.0,0.46,0.22,0.32,0.19,0.0,0.0,0.06,0.83,0.0,0.07,0.1,0.07,real
52,2.03,0.14,0.0,0.58,0.0,0.26,0.14,0.4,0.26,0.0,0.0,0.06,1.23,0.0,0.28,0.23,0.2,real
53,2.0,0.36,0.0,0.45,0.0,0.17,0.05,0.29,0.3,0.0,0.0,0.04,1.24,0.0,0.43,0.36,0.45,real
54,1.97,0.55,0.0,0.25,0.0,0.0,0.0,0.16,0.28,0.0,0.0,0.0,1.08,0.0,0.6,0.62,0.42,real
55,1.95,0.57,0.0,0.16,0.0,0.0,0.0,0.11,0.31,0.0,0.0,0.0,1.05,0.0,0.64,0.75,0.37,real
56,1.89,0.44,0.0,0.04,0.0,0.0,0.0,0.32,0.44,0.0,0.0,0.11,1.11,0.0,0.65,0.76,0.19,real
57,1.93,0.39,0.0,0.04,0.0,0.0,0.0,0.42,0.47,0.0,0.0,0.25,1.2,0.0,0.56,0.66,0.22,real
58,2.01,0.37,0.0,0.04,0.0,0.0,0.0,0.48,0.5,0.0,0.0,0.37,1.17,0.0,0.51,0.63,0.24,real
