,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0.14,0.25,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.85,0.0,0.0,0.0,1.38,0.0,real
1,0.07,0.08,0.0,0.19,0.0,0.0,0.0,0.13,0.0,0.0,0.02,0.45,0.1,0.0,0.54,1.73,0.0,real
2,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.16,0.1,0.0,0.96,1.67,0.0,real
3,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.08,0.0,1.25,1.31,0.0,real
4,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.05,0.0,1.13,1.11,0.0,real
5,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.37,0.0,0.0,0.01,0.03,0.12,0.0,0.98,1.0,0.0,real
6,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.33,0.0,0.0,0.01,0.12,0.18,0.0,0.77,0.82,0.0,real
7,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.34,0.0,0.0,0.01,0.24,0.16,0.0,0.67,0.77,0.0,real
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.01,0.31,0.09,0.0,0.59,0.79,0.0,real
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.01,0.31,0.04,0.0,0.55,0.87,0.21,real
10,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.43,0.1,0.0,0.34,0.91,0.73,real
11,0.33,0.28,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.03,0.63,0.15,0.0,0.15,0.9,1.28,real
12,0.46,0.33,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.03,0.9,0.25,0.0,0.0,0.96,1.54,real
13,0.33,0.24,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.03,0.9,0.17,0.0,0.0,0.92,1.32,real
14,0.24,0.06,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.07,0.67,0.11,0.0,0.26,0.84,1.09,real
15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.17,0.41,0.0,0.0,0.54,0.81,0.83,real
16,0.16,0.0,0.0,0.0,0.0,0.0,0.03,0.66,0.0,0.0,0.26,0.21,0.01,0.0,0.83,0.84,0.73,real
17,0.1,0.0,0.0,0.0,0.0,0.0,0.03,0.59,0.0,0.0,0.28,0.28,0.08,0.0,0.91,1.02,0.61,real
18,0.06,0.0,0.0,0.0,0.0,0.0,0.03,0.47,0.0,0.0,0.2,0.27,0.16,0.0,1.05,1.17,0.66,real
19,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.11,0.34,0.23,0.0,1.13,1.29,0.6,real
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.08,0.23,0.26,0.0,1.2,1.22,0.54,real
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.06,0.26,0.29,0.0,0.83,0.78,0.43,real
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.06,0.31,0.34,0.0,0.52,0.44,0.44,real
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.09,0.0,0.57,0.31,0.0,0.11,0.15,0.42,real
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.12,0.0,0.65,0.24,0.0,0.06,0.13,0.44,real
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.18,0.0,0.71,0.17,0.0,0.0,0.04,0.44,real
26,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.09,0.0,0.58,0.14,0.0,0.0,0.01,0.52,real
27,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.06,0.0,0.5,0.12,0.0,0.0,0.01,0.59,real
28,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.43,0.15,0.0,0.0,0.02,0.68,real
29,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.39,0.14,0.0,0.0,0.04,0.75,real
30,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.36,0.16,0.0,0.0,0.07,0.77,real
31,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.34,0.12,0.0,0.0,0.1,0.79,real
32,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.36,0.13,0.0,0.0,0.1,0.77,real
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.38,0.13,0.0,0.0,0.11,0.76,real
34,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.02,0.3,0.15,0.0,0.12,0.17,0.78,real
35,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.22,0.14,0.0,0.27,0.28,0.77,real
36,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.1,0.0,0.28,0.27,0.73,real
37,0.17,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.0,0.19,0.21,0.7,real
38,0.17,0.09,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.1,0.03,0.0,0.05,0.08,0.66,real
39,0.15,0.09,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.16,0.06,0.0,0.04,0.11,0.65,real
40,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.24,0.08,0.0,0.0,0.18,0.59,real
41,0.1,0.07,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.15,0.05,0.0,0.23,0.22,0.63,real
42,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.11,0.01,0.0,0.47,0.19,0.62,real
43,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.03,0.03,0.0,0.0,0.76,0.1,0.64,real
44,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.15,0.03,0.0,0.0,0.92,0.05,0.61,real
45,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.32,0.0,0.0,0.0,1.09,0.02,0.57,real
46,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.33,0.08,0.07,0.0,0.8,0.2,0.53,real
47,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.17,0.11,0.0,0.41,0.46,0.53,real
