,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,label
0,0.0,0.0,0.0,0.07,0.0,0.03,0.0,0.0,0.96,0.41,0.0,0.17,0.0,0.11,0.0,0.0,0.0,real
1,0.0,0.0,0.0,0.06,0.05,0.06,0.0,0.0,1.09,0.57,0.0,0.11,0.0,0.06,0.04,0.0,0.0,real
2,0.0,0.04,0.0,0.04,0.1,0.07,0.0,0.0,1.18,0.7,0.0,0.06,0.0,0.02,0.07,0.0,0.0,real
3,0.0,0.04,0.0,0.04,0.13,0.05,0.0,0.0,1.22,0.75,0.0,0.02,0.0,0.0,0.11,0.0,0.0,real
4,0.0,0.07,0.0,0.0,0.16,0.12,0.0,0.0,1.25,0.79,0.0,0.0,0.0,0.0,0.1,0.0,0.0,real
5,0.0,0.05,0.0,0.0,0.16,0.11,0.0,0.0,1.26,0.81,0.0,0.0,0.0,0.0,0.09,0.0,0.0,real
6,0.0,0.05,0.0,0.0,0.16,0.1,0.0,0.0,1.26,0.83,0.0,0.02,0.0,0.0,0.06,0.0,0.0,real
7,0.0,0.02,0.0,0.0,0.17,0.03,0.0,0.0,1.25,0.82,0.0,0.05,0.0,0.0,0.04,0.0,0.0,real
8,0.0,0.0,0.0,0.0,0.19,0.02,0.0,0.0,1.26,0.85,0.0,0.08,0.0,0.0,0.02,0.0,0.0,real
9,0.0,0.0,0.0,0.0,0.2,0.01,0.0,0.0,1.26,0.86,0.0,0.1,0.0,0.0,0.01,0.0,0.0,real
10,0.0,0.0,0.0,0.0,0.2,0.01,0.0,0.0,1.26,0.87,0.0,0.12,0.0,0.0,0.01,0.0,0.0,real
11,0.0,0.05,0.0,0.0,0.19,0.03,0.0,0.0,1.21,0.94,0.0,0.08,0.0,0.0,0.11,0.0,0.0,real
12,0.0,0.05,0.0,0.0,0.21,0.08,0.0,0.0,1.16,0.95,0.0,0.04,0.0,0.0,0.19,0.0,0.0,real
13,0.0,0.05,0.0,0.0,0.22,0.13,0.0,0.0,1.12,0.98,0.0,0.01,0.0,0.0,0.25,0.0,0.0,real
14,0.0,0.0,0.0,0.0,0.21,0.14,0.0,0.0,1.12,0.93,0.0,0.04,0.0,0.0,0.19,0.0,0.0,real
15,0.13,0.07,0.09,0.0,0.23,0.43,0.0,0.0,1.16,0.87,0.0,0.04,0.0,0.0,0.16,0.0,0.48,real
16,0.19,0.15,0.14,0.0,0.29,0.87,0.0,0.0,1.19,0.75,0.0,0.03,0.0,0.0,0.11,0.0,0.78,real
17,0.24,0.18,0.15,0.0,0.39,1.14,0.0,0.0,1.23,0.69,0.0,0.01,0.0,0.0,0.12,0.0,0.82,real
18,0.11,0.11,0.12,0.0,0.41,1.05,0.0,0.0,1.22,0.75,0.0,0.06,0.0,0.0,0.07,0.0,0.34,real
19,0.05,0.03,0.08,0.0,0.38,0.74,0.0,0.0,1.22,0.89,0.0,0.12,0.0,0.0,0.08,0.0,0.04,real
20,0.0,0.01,0.08,0.0,0.27,0.52,0.0,0.0,1.17,0.95,0.0,0.15,0.0,0.0,0.05,0.0,0.0,real
21,0.0,0.01,0.02,0.0,0.17,0.34,0.0,0.0,1.13,0.96,0.0,0.16,0.0,0.0,0.06,0.0,0.0,real
22,0.0,0.01,0.02,0.0,0.13,0.22,0.0,0.0,1.11,0.97,0.0,0.17,0.0,0.0,0.04,0.0,0.0,real
23,0.0,0.01,0.03,0.0,0.11,0.17,0.0,0.0,1.12,0.93,0.0,0.15,0.0,0.0,0.02,0.0,0.0,real
24,0.0,0.01,0.1,0.0,0.12,0.22,0.0,0.0,1.09,0.9,0.0,0.1,0.03,0.0,0.01,0.0,0.0,real
25,0.0,0.0,0.17,0.0,0.11,0.36,0.0,0.0,1.03,0.85,0.0,0.02,0.05,0.0,0.0,0.0,0.0,real
26,0.0,0.02,0.21,0.0,0.11,0.52,0.0,0.0,0.95,0.86,0.0,0.0,0.05,0.0,0.01,0.0,0.0,real
27,0.0,0.02,0.2,0.0,0.09,0.52,0.0,0.0,0.92,0.81,0.0,0.0,0.02,0.0,0.02,0.0,0.0,real
28,0.0,0.02,0.17,0.0,0.07,0.39,0.0,0.0,0.89,0.75,0.0,0.0,0.0,0.0,0.04,0.0,0.0,real
29,0.0,0.0,0.19,0.0,0.07,0.36,0.0,0.0,0.92,0.7,0.0,0.0,0.01,0.0,0.06,0.0,0.0,real
30,0.0,0.0,0.22,0.0,0.09,0.35,0.0,0.0,0.94,0.74,0.0,0.0,0.01,0.0,0.08,0.0,0.0,real
31,0.01,0.0,0.26,0.0,0.12,0.4,0.0,0.0,0.99,0.75,0.0,0.0,0.01,0.0,0.07,0.0,0.0,real
32,0.01,0.0,0.25,0.0,0.14,0.37,0.0,0.0,1.02,0.82,0.0,0.0,0.04,0.0,0.04,0.0,0.0,real
33,0.03,0.03,0.22,0.0,0.15,0.33,0.0,0.0,1.05,0.79,0.0,0.0,0.04,0.0,0.0,0.0,0.0,real
34,0.03,0.03,0.21,0.0,0.16,0.28,0.0,0.0,1.06,0.79,0.0,0.0,0.04,0.0,0.01,0.0,0.0,real
35,0.03,0.03,0.19,0.0,0.13,0.22,0.0,0.0,1.02,0.77,0.0,0.05,0.0,0.0,0.04,0.0,0.0,real
36,0.06,0.0,0.13,0.01,0.08,0.17,0.0,0.0,0.98,0.64,0.0,0.07,0.0,0.0,0.04,0.03,0.0,real
37,0.06,0.0,0.05,0.03,0.02,0.09,0.0,0.0,0.9,0.52,0.0,0.13,0.0,0.02,0.03,0.11,0.0,real
38,0.06,0.0,0.0,0.15,0.0,0.02,0.0,0.0,0.83,0.36,0.0,0.11,0.0,0.08,0.0,0.16,0.0,real
